,address,legacy_escrow,c_ratio,collateral,debt
0,0x3551466a812dD2e7Dc9323d246d208B7FDd3fe8D,0.0,0.0,0.0,0.0
1,0x6F6e5836941235ef6255B51b05B1c9b767D49c9A,0.0,0.0,0.0,0.0
2,0x5651973BBe0F75ccd5b9e12ce1E08d47ad3A5090,0.0,0.0,0.0,0.0
3,0xD4d6298F71594772162ead29D9Ddc9d63641A3F4,0.0,0.0,6.853559602336816,0.0
4,0x34388d3a1fA47663a0A6076bBa0427782FF6D143,0.0,0.0,1.00675541,0.0
5,0xd66712374e93c323c60968Ac08B2e12AF227212c,0.0,0.0,0.0,0.0
6,0x2Ef401Cb814C5C7323fA32107Aa0af4247FCB84b,276.056733,0.0,276.056733,0.0
7,0x81Fd10B6FbB8527B39ACedbD9C5B65BDE36fb1f2,3316.04,0.0,3316.04,0.0
8,0xAF8c006965bEC0C4a725DC32F586BDe34e72A60b,0.0,0.0,0.5229986,0.0
9,0x4D96412dC4b8CAc17ad4a8541a5E0A16346cC204,0.0,0.0,0.0,0.0
10,0xcC8319355e61A0f2E6010ea9514C6c35FC400337,0.0,0.0,0.0,0.0
11,0xb37E9E18a6A65CEb355Db8664C8c6C4aa4f43a04,0.0,0.0,0.0,0.0
12,0x1804be1013f3782fDA2755D7DDaFE4419b1bA051,0.0,0.0,9.6e-06,0.0
13,0x2A80d53CE18604dd789064B50Ca6956e5f0353D6,0.0,0.0,0.0,0.0
14,0x3E1b1Fe45cB2040B97CDb3191d4933Ad1FF0928d,0.0,0.0,0.0,0.0
15,0xedD1fA1aF1807F3dF4B0b2DF674e86eBA1dBF99e,0.0,0.0,0.0,0.0
16,0x05e23ecC9d9295b106d2f3E0a0c09382B85e62A0,0.0,0.0,0.0027057,0.0
17,0x2cF9a097C3187718c11eDD975a3dd23B441cCed1,0.0,6.358853785741575,538.4199023574821,181.43414444017094
18,0x6aA98db7B62361CFEFcBEADAB2819D0eF9aa3d09,0.0,0.0,0.0,0.0
19,0x3a54791F4647136520988E6D5025ebB8e4397123,0.0,0.0,0.0,0.0
20,0x0aae5BF1B28B4f307e10B88c01ceCEEBE41fE141,0.0,0.0,4.500621139000345,0.0
